timestamp,target_speed,speed_mps
495,0.0,0.0005
13:19:58.496,0.0,0.0003
13:19:58.496,0.0,0.0002
13:19:58.496,0.0,0.0001
13:19:58.615,0.0,0.0001
13:19:58.817,0.0,0.0001
13:19:59.018,0.0,0.0
13:19:59.220,0.0,0.0
13:19:59.421,0.0,0.0
13:19:59.623,0.0,0.0
13:19:59.824,0.0,0.0
13:20:00.026,0.0,0.0
13:20:00.229,0.0,0.0
13:20:00.428,0.0,0.0
13:20:00.629,0.0,0.0
13:20:00.832,0.0,0.0
13:20:01.033,0.0,0.0
13:20:01.234,0.0,0.0
13:20:01.436,0.0,0.0
13:20:01.638,0.0,0.0
13:20:01.838,0.0,0.0
13:20:02.040,0.0,0.0
13:20:02.242,0.0,0.0
13:20:02.443,0.0,0.0
13:20:02.645,0.0,0.0
13:20:02.847,0.0,0.0
13:20:03.047,0.0,0.0
13:20:03.249,0.0,0.0
13:20:03.450,0.0,0.0
13:20:03.651,0.0,0.0
13:20:03.852,0.0,0.0
13:20:04.055,0.0,0.0
13:20:04.257,0.0,0.0
13:20:04.457,0.0,0.0
13:20:04.659,0.0,0.0
13:20:04.861,0.0,0.0
13:20:05.062,0.0,0.0
13:20:05.264,0.0,0.0
13:20:05.465,0.0,0.0
13:20:05.667,0.0,0.0
13:20:05.868,0.0,0.0
13:20:06.070,0.0,0.0
13:20:06.270,0.0,0.0
13:20:06.472,0.0,0.0
13:20:06.674,0.0,0.0
13:20:06.875,0.0,0.0
13:20:07.076,0.0,0.0
13:20:07.278,0.0,0.0
13:20:07.479,0.65,0.0
13:20:07.680,0.65,0.0603
13:20:07.882,0.65,0.2468
13:20:08.084,0.65,0.3771
13:20:08.285,0.65,0.4583
13:20:08.487,0.65,0.5132
13:20:08.688,0.65,0.5503
13:20:08.889,0.65,0.5786
13:20:09.092,0.65,0.5991
13:20:09.293,0.65,0.6124
13:20:09.494,0.65,0.6204
13:20:09.696,0.65,0.6277
13:20:09.897,0.65,0.631
13:20:10.098,0.65,0.6338
13:20:10.300,0.65,0.6364
13:20:10.502,0.65,0.6381
13:20:10.703,0.65,0.6378
13:20:10.904,0.65,0.6383
13:20:11.106,0.65,0.6393
13:20:11.307,0.65,0.6392
13:20:11.508,0.65,0.6385
13:20:11.710,0.65,0.6387
13:20:11.913,0.65,0.6389
13:20:12.113,0.65,0.6383
13:20:12.314,0.65,0.64
13:20:12.516,0.65,0.6397
13:20:12.717,0.65,0.6402
13:20:12.919,0.65,0.6406
13:20:13.121,0.65,0.6387
13:20:13.321,0.65,0.6381
13:20:13.522,0.65,0.6385
13:20:13.725,0.65,0.6401
13:20:13.926,0.65,0.6405
13:20:14.127,0.65,0.64
13:20:14.329,0.65,0.6418
13:20:14.531,0.65,0.6409
13:20:14.731,0.65,0.641
13:20:14.933,0.65,0.6425
13:20:15.135,0.65,0.6413
13:20:15.336,0.65,0.6413
13:20:15.538,0.65,0.6419
13:20:15.739,0.65,0.6403
13:20:15.940,0.65,0.6385
13:20:16.142,0.65,0.6387
13:20:16.344,0.65,0.6382
13:20:16.544,0.65,0.6357
13:20:16.746,0.65,0.6355
13:20:16.948,0.65,0.6382
13:20:17.149,0.65,0.6378
13:20:17.350,0.65,0.6383
13:20:17.552,0.65,0.6393
13:20:17.753,0.65,0.6393
13:20:17.955,0.65,0.6385
13:20:18.157,0.65,0.6402
13:20:18.358,0.65,0.6398
13:20:18.559,0.65,0.6403
13:20:18.761,0.65,0.642
13:20:18.962,0.65,0.6417
13:20:19.164,0.65,0.6401
13:20:19.366,0.65,0.6412
13:20:19.567,0.65,0.6412
13:20:19.768,0.65,0.6412
13:20:19.969,0.65,0.6412
13:20:20.171,0.65,0.6426
13:20:20.373,0.65,0.6421
13:20:20.573,0.65,0.6411
13:20:20.775,0.65,0.6411
13:20:20.977,0.65,0.6411
13:20:21.177,0.65,0.6411
13:20:21.380,0.65,0.6426
13:20:21.581,0.65,0.6414
13:20:21.782,0.65,0.6413
13:20:21.984,0.65,0.6427
13:20:22.186,0.65,0.6421
13:20:22.387,0.65,0.6411
13:20:22.590,0.65,0.6418
13:20:22.790,0.65,0.6416
13:20:22.991,0.65,0.6421
13:20:23.193,0.65,0.6418
13:20:23.394,0.65,0.6416
13:20:23.595,0.65,0.6414
13:20:23.797,0.65,0.6413
13:20:23.999,0.65,0.642
13:20:24.200,0.65,0.6424
13:20:24.401,0.65,0.642
13:20:24.603,0.65,0.6431
13:20:24.805,0.65,0.6417
13:20:25.005,0.65,0.6415
13:20:25.207,0.65,0.6421
13:20:25.409,0.65,0.6383
13:20:25.610,0.65,0.6365
13:20:25.812,0.65,0.6367
13:20:26.014,0.65,0.6362
13:20:26.214,0.65,0.6358
13:20:26.415,0.65,0.6363
13:20:26.617,0.65,0.6373
13:20:26.819,0.65,0.638
13:20:27.020,0.65,0.6377
13:20:27.222,0.65,0.6389
13:20:27.423,0.65,0.639
13:20:27.625,0.65,0.6384
13:20:27.826,0.65,0.6393
13:20:28.028,0.65,0.6386
13:20:28.229,0.65,0.6381
13:20:28.431,0.65,0.6385
13:20:28.633,0.65,0.6373
13:20:28.833,0.65,0.6366
13:20:29.035,0.65,0.6389
13:20:29.237,0.65,0.639
13:20:29.439,0.65,0.639
13:20:29.639,0.65,0.6398
13:20:29.841,0.65,0.6417
13:20:30.042,0.65,0.6415
13:20:30.243,0.65,0.6407
13:20:30.445,0.65,0.6409
13:20:30.647,0.65,0.641
13:20:30.848,0.65,0.6403
13:20:31.050,0.65,0.6413
13:20:31.251,0.65,0.6406
13:20:31.452,0.65,0.6394
13:20:31.654,0.65,0.6407
13:20:31.856,0.65,0.6402
13:20:32.056,0.65,0.6398
13:20:32.258,0.65,0.641
13:20:32.460,0.65,0.6404
13:20:32.661,0.65,0.6399
