timestamp,target_speed,speed_mps
.552,0.0,-0.0005
11:43:43.553,0.0,-0.0003
11:43:43.553,0.0,-0.0002
11:43:43.553,0.0,-0.0001
11:43:43.671,0.0,-0.0001
11:43:43.873,0.0,-0.0001
11:43:44.075,0.0,-0.0
11:43:44.276,0.0,-0.0
11:43:44.479,0.0,-0.0
11:43:44.679,0.0,-0.0
11:43:44.880,0.0,-0.0
11:43:45.083,0.0,-0.0
11:43:45.284,0.0,-0.0
11:43:45.485,0.0,-0.0
11:43:45.686,0.0,-0.0
11:43:45.888,0.0,-0.0
11:43:46.089,0.0,-0.0
11:43:46.290,0.0,-0.0
11:43:46.492,0.0,-0.0
11:43:46.693,0.0,-0.0
11:43:46.894,0.0,-0.0
11:43:47.097,0.0,-0.0
11:43:47.297,0.0,-0.0
11:43:47.499,0.0,-0.0
11:43:47.701,0.0,-0.0
11:43:47.902,0.0,-0.0
11:43:48.103,0.0,-0.0
11:43:48.305,0.0,-0.0
11:43:48.507,0.0,-0.0
11:43:48.708,0.0,-0.0
11:43:48.909,0.0,-0.0
11:43:49.111,0.0,-0.0
11:43:49.312,0.0,-0.0
11:43:49.513,0.0,-0.0
11:43:49.715,0.0,-0.0
11:43:49.917,0.0,-0.0
11:43:50.117,0.0,-0.0
11:43:50.320,0.0,-0.0
11:43:50.521,0.0,-0.0
11:43:50.722,0.0,-0.0
11:43:50.924,0.0,-0.0
11:43:51.125,0.0,-0.0
11:43:51.326,0.0,-0.0
11:43:51.528,0.0,-0.0
11:43:51.730,0.0,-0.0
11:43:51.931,0.0,-0.0
11:43:52.132,0.0,-0.0
11:43:52.334,0.0,-0.0
11:43:52.535,0.65,-0.0
11:43:52.737,0.65,0.1585
11:43:52.938,0.65,0.3274
11:43:53.140,0.65,0.4421
11:43:53.341,0.65,0.5181
11:43:53.543,0.65,0.5696
11:43:53.744,0.65,0.6031
11:43:53.945,0.65,0.6241
11:43:54.147,0.65,0.6385
11:43:54.348,0.65,0.6457
11:43:54.549,0.65,0.6512
11:43:54.751,0.65,0.6561
11:43:54.953,0.65,0.6579
11:43:55.154,0.65,0.6583
11:43:55.355,0.65,0.6593
11:43:55.557,0.65,0.6614
11:43:55.759,0.65,0.6613
11:43:55.959,0.65,0.662
11:43:56.161,0.65,0.6631
11:43:56.363,0.65,0.6632
11:43:56.564,0.65,0.6639
11:43:56.766,0.65,0.6643
11:43:56.967,0.65,0.6639
11:43:57.168,0.65,0.6637
11:43:57.370,0.65,0.6649
11:43:57.572,0.65,0.6636
11:43:57.773,0.65,0.6614
11:43:57.975,0.65,0.6585
11:43:58.176,0.65,0.6566
11:43:58.377,0.65,0.6561
11:43:58.579,0.65,0.6565
11:43:58.780,0.65,0.6582
11:43:58.982,0.65,0.6578
11:43:59.182,0.65,0.6583
11:43:59.385,0.65,0.6593
11:43:59.587,0.65,0.66
11:43:59.787,0.65,0.6604
11:43:59.989,0.65,0.6614
11:44:00.191,0.65,0.6613
11:44:00.391,0.65,0.662
11:44:00.594,0.65,0.661
11:44:00.795,0.65,0.6569
11:44:00.996,0.65,0.6556
11:44:01.198,0.65,0.6561
11:44:01.399,0.65,0.6558
11:44:01.600,0.65,0.6563
11:44:01.801,0.65,0.6566
11:44:02.003,0.65,0.6589
11:44:02.205,0.65,0.659
11:44:02.405,0.65,0.6591
11:44:02.608,0.65,0.6605
11:44:02.809,0.65,0.6601
11:44:03.010,0.65,0.6605
11:44:03.212,0.65,0.6614
