timestamp,target_speed,speed_mps
:21.102,0.0251,-0.0005
12:42:21.102,0.0377,0.0004
12:42:21.103,0.0502,0.0003
12:42:21.103,0.0627,0.0002
12:42:21.221,0.0752,0.0001
12:42:21.424,0.0876,0.0008
12:42:21.625,0.1001,0.0061
12:42:21.826,0.1124,0.0166
12:42:22.028,0.1247,0.0304
12:42:22.229,0.137,0.0464
12:42:22.432,0.1492,0.0631
12:42:22.633,0.1614,0.0789
12:42:22.833,0.1734,0.0948
12:42:23.035,0.1854,0.1114
12:42:23.236,0.1973,0.1257
12:42:23.438,0.2091,0.1406
12:42:23.639,0.2209,0.1545
12:42:23.840,0.2325,0.1685
12:42:24.043,0.244,0.1817
12:42:24.243,0.2555,0.1939
12:42:24.445,0.2668,0.2053
12:42:24.647,0.278,0.2169
12:42:24.848,0.2891,0.2279
12:42:25.049,0.3,0.2379
12:42:25.251,0.3108,0.25
12:42:25.452,0.3215,0.2593
12:42:25.654,0.332,0.2695
12:42:25.855,0.3424,0.2811
12:42:26.057,0.3527,0.2907
12:42:26.258,0.3628,0.3005
12:42:26.459,0.3727,0.311
12:42:26.661,0.3825,0.3221
12:42:26.862,0.3921,0.3328
12:42:27.063,0.4015,0.3425
12:42:27.266,0.4107,0.3545
12:42:27.467,0.4198,0.3658
12:42:27.668,0.4287,0.3787
12:42:27.870,0.4374,0.3899
12:42:28.071,0.4459,0.4
12:42:28.272,0.4542,0.4101
12:42:28.474,0.4623,0.4215
12:42:28.676,0.4702,0.4311
12:42:28.876,0.4779,0.4408
12:42:29.079,0.4854,0.452
12:42:29.280,0.4927,0.4621
12:42:29.481,0.4998,0.4715
12:42:29.682,0.5066,0.4811
12:42:29.884,0.5132,0.4908
12:42:30.085,0.5196,0.5
12:42:30.287,0.5258,0.5073
12:42:30.489,0.5317,0.5177
12:42:30.690,0.5374,0.5244
12:42:30.891,0.5429,0.5316
12:42:31.093,0.5481,0.5391
12:42:31.294,0.5531,0.5454
12:42:31.496,0.5579,0.5502
12:42:31.698,0.5624,0.5568
12:42:31.899,0.5666,0.5611
12:42:32.100,0.5706,0.566
12:42:32.302,0.5744,0.5719
12:42:32.503,0.5779,0.5758
12:42:32.704,0.5811,0.5798
12:42:32.905,0.5841,0.583
12:42:33.108,0.5869,0.5858
12:42:33.309,0.5894,0.5884
12:42:33.510,0.5916,0.5914
12:42:33.712,0.5936,0.5955
12:42:33.913,0.5953,0.5975
12:42:34.114,0.5967,0.5966
12:42:34.316,0.5979,0.5982
12:42:34.518,0.5988,0.5999
12:42:34.718,0.5995,0.6017
12:42:34.921,0.5999,0.6043
12:42:35.122,0.6,0.6053
12:42:35.323,0.5999,0.6059
12:42:35.525,0.5995,0.607
12:42:35.726,0.5988,0.6071
12:42:35.927,0.5979,0.6064
12:42:36.129,0.5967,0.6059
12:42:36.331,0.5953,0.607
12:42:36.532,0.5936,0.6057
12:42:36.733,0.5916,0.6041
12:42:36.935,0.5894,0.6044
12:42:37.137,0.5869,0.6026
12:42:37.337,0.5841,0.5999
12:42:37.540,0.5811,0.5996
12:42:37.741,0.5779,0.5966
12:42:37.942,0.5744,0.594
12:42:38.144,0.5706,0.593
12:42:38.345,0.5666,0.5895
12:42:38.546,0.5624,0.5858
12:42:38.748,0.5579,0.5821
12:42:38.950,0.5531,0.5782
12:42:39.151,0.5481,0.5729
12:42:39.352,0.5429,0.568
12:42:39.554,0.5374,0.5642
12:42:39.755,0.5317,0.5589
12:42:39.956,0.5258,0.5526
12:42:40.158,0.5196,0.5471
12:42:40.360,0.5132,0.5394
12:42:40.561,0.5066,0.5322
12:42:40.763,0.4998,0.5262
12:42:40.964,0.4927,0.5187
12:42:41.165,0.4854,0.5111
12:42:41.367,0.4779,0.504
12:42:41.569,0.4702,0.4952
12:42:41.769,0.4623,0.4867
12:42:41.972,0.4542,0.479
12:42:42.172,0.4459,0.4699
12:42:42.374,0.4374,0.4604
12:42:42.575,0.4287,0.4507
12:42:42.777,0.4198,0.4416
12:42:42.979,0.4107,0.4322
12:42:43.179,0.4015,0.4226
12:42:43.382,0.3921,0.4136
12:42:43.582,0.3825,0.4042
12:42:43.784,0.3727,0.3938
12:42:43.986,0.3628,0.3843
12:42:44.187,0.3527,0.3746
12:42:44.388,0.3424,0.3641
12:42:44.590,0.332,0.3552
12:42:44.791,0.3215,0.3459
12:42:44.993,0.3108,0.337
12:42:45.195,0.3,0.3299
12:42:45.396,0.2891,0.3224
12:42:45.597,0.278,0.3148
12:42:45.798,0.2668,0.3077
12:42:46.000,0.2555,0.3017
12:42:46.201,0.244,0.2957
12:42:46.403,0.2325,0.289
12:42:46.605,0.2209,0.2839
12:42:46.806,0.2091,0.2778
12:42:47.007,0.1973,0.2689
12:42:47.209,0.1854,0.2625
12:42:47.411,0.1734,0.2555
12:42:47.612,0.1614,0.2502
12:42:47.814,0.1492,0.244
12:42:48.015,0.137,0.2364
12:42:48.216,0.1247,0.228
12:42:48.418,0.1124,0.2183
12:42:48.619,0.1001,0.2092
12:42:48.820,0.0876,0.1991
12:42:49.022,0.0752,0.1862
12:42:49.223,0.0627,0.1729
12:42:49.425,0.0502,0.1566
12:42:49.625,0.0377,0.1376
12:42:49.828,0.0251,0.1154
12:42:50.030,0.0126,0.0904
